origin_crs,dest_crs,single_fare_gbp,ticket_code
,LON,98.5,SOS
,LON,98.5,SOS
,LON,98.5,SOS
,LON,182.0,SOS
,LON,182.0,SOS
,LON,184.5,SOS
,LON,205.5,SOS
,LON,89.0,SOS
,LON,160.0,SOS
,LON,160.0,SOS
,LON,103.0,SOS
,LON,123.0,SOS
,LON,108.0,SOS
,LON,111.0,SOS
,LON,133.0,SOS
,LON,157.0,SOS
,LON,141.5,SOS
,LON,153.5,SOS
,LON,155.5,SOS
,LON,160.5,SOS
,LON,164.5,SOS
,LON,160.0,SOS
,LON,160.6,SOS
